,Dataset,N,Omega,D
0,biotech,14721,0.08,1676.0
0,biotech,14741,0.12,1677.0
0,biotech,14761,0.12,1679.0
0,biotech,14781,0.06,1683.0
0,biotech,14801,0.08,1683.0
0,biotech,14821,0.02,1686.0
0,biotech,14841,0.02,1686.0
0,biotech,14881,0.02,1687.0
0,biotech,14901,0.02,1687.0
0,biotech,14961,0.04,1688.0
0,biotech,14981,0.08,1688.0
0,biotech,15001,0.1,1688.0
0,biotech,15021,0.06,1691.0
0,biotech,15041,0.04,1693.0
0,biotech,15061,0.12,1693.0
0,biotech,15081,0.1,1694.0
0,biotech,15101,0.08,1698.0
0,biotech,15121,0.06,1699.0
0,biotech,15141,0.06,1700.0
0,biotech,15161,0.06,1701.0
0,biotech,15181,0.06,1703.0
0,biotech,15201,0.08,1703.0
0,biotech,15221,0.08,1705.0
0,biotech,15241,0.06,1706.0
0,biotech,15261,0.04,1708.0
0,biotech,15281,0.02,1709.0
0,biotech,15301,0.04,1709.0
0,biotech,15321,0.04,1710.0
0,biotech,15341,0.06,1710.0
0,biotech,15361,0.08,1712.0
0,biotech,15381,0.1,1712.0
0,biotech,15401,0.06,1716.0
0,biotech,15421,0.02,1717.0
0,biotech,15441,0.02,1718.0
0,biotech,15461,0.04,1718.0
0,biotech,15481,0.02,1719.0
0,biotech,15501,0.02,1720.0
0,biotech,15521,0.06,1720.0
0,biotech,15541,0.06,1721.0
0,biotech,15561,0.02,1723.0
0,biotech,15601,0.04,1724.0
0,biotech,15621,0.08,1724.0
0,biotech,15641,0.08,1725.0
0,biotech,15661,0.06,1726.0
0,biotech,15681,0.04,1728.0
0,biotech,15701,0.02,1729.0
0,biotech,15721,0.04,1730.0
0,biotech,15741,0.06,1730.0
0,biotech,15761,0.06,1731.0
0,biotech,15781,0.06,1732.0
0,biotech,15801,0.04,1734.0
0,biotech,15821,0.04,1735.0
0,biotech,15861,0.04,1736.0
0,biotech,15881,0.04,1736.0
0,biotech,15901,0.04,1736.0
0,biotech,15941,0.04,1738.0
0,biotech,15961,0.06,1738.0
0,biotech,15981,0.06,1738.0
0,biotech,16001,0.04,1741.0
0,biotech,16021,0.06,1741.0
0,biotech,16041,0.1,1741.0
0,biotech,16061,0.08,1744.0
0,biotech,16081,0.12,1746.0
0,biotech,16101,0.1,1748.0
0,biotech,16121,0.1,1750.0
0,biotech,16141,0.08,1753.0
0,biotech,16161,0.06,1754.0
0,biotech,16181,0.02,1756.0
0,biotech,16201,0.02,1757.0
0,biotech,16221,0.04,1757.0
0,biotech,16241,0.04,1758.0
0,biotech,16261,0.04,1758.0
0,biotech,16281,0.04,1759.0
0,biotech,16301,0.02,1760.0
0,biotech,16321,0.06,1760.0
0,biotech,16341,0.06,1761.0
0,biotech,16361,0.06,1762.0
0,biotech,16381,0.02,1764.0
0,biotech,16401,0.04,1765.0
0,biotech,16421,0.08,1765.0
0,biotech,16441,0.04,1766.0
0,biotech,16461,0.04,1766.0
0,biotech,16481,0.02,1768.0
0,biotech,16501,0.06,1768.0
0,biotech,16521,0.08,1768.0
0,biotech,16541,0.1,1769.0
0,biotech,16561,0.04,1772.0
0,biotech,16581,0.04,1773.0
0,biotech,16601,0.02,1774.0
0,biotech,16641,0.02,1775.0
0,biotech,16661,0.06,1775.0
0,biotech,16681,0.06,1776.0
0,biotech,16701,0.1,1778.0
0,biotech,16721,0.1,1779.0
0,biotech,16741,0.04,1782.0
0,biotech,16761,0.04,1784.0
0,biotech,16781,0.04,1784.0
0,biotech,16801,0.08,1784.0
0,biotech,16821,0.04,1786.0
0,biotech,16841,0.06,1786.0
0,biotech,16861,0.02,1788.0
0,biotech,16881,0.02,1789.0
0,biotech,16901,0.04,1789.0
0,biotech,16921,0.04,1790.0
0,biotech,16941,0.04,1791.0
0,biotech,16961,0.04,1792.0
0,biotech,16981,0.04,1793.0
0,biotech,17001,0.06,1793.0
0,biotech,17021,0.04,1794.0
0,biotech,17041,0.02,1795.0
0,biotech,17061,0.04,1796.0
0,biotech,17081,0.1,1796.0
0,biotech,17101,0.1,1797.0
0,biotech,17121,0.08,1801.0
0,biotech,17141,0.04,1802.0
0,biotech,17161,0.02,1804.0
0,biotech,17181,0.04,1804.0
0,biotech,17201,0.04,1805.0
0,biotech,17221,0.06,1806.0
0,biotech,17241,0.08,1807.0
0,biotech,17261,0.04,1809.0
0,biotech,17281,0.06,1810.0
0,biotech,17301,0.04,1811.0
0,biotech,17321,0.02,1812.0
0,biotech,17341,0.02,1813.0
0,biotech,17361,0.04,1813.0
0,biotech,17381,0.06,1813.0
0,biotech,17401,0.06,1815.0
0,biotech,17421,0.08,1815.0
0,biotech,17441,0.08,1817.0
0,biotech,17461,0.08,1818.0
0,biotech,17481,0.08,1820.0
0,biotech,17501,0.06,1821.0
0,biotech,17521,0.04,1823.0
0,biotech,17541,0.06,1824.0
0,biotech,17561,0.04,1825.0
0,biotech,17581,0.04,1826.0
0,biotech,17601,0.04,1827.0
0,biotech,17621,0.06,1827.0
0,biotech,17641,0.02,1829.0
0,biotech,17661,0.02,1829.0
0,biotech,17681,0.02,1830.0
0,biotech,17701,0.06,1830.0
0,biotech,17721,0.06,1830.0
0,biotech,17741,0.06,1831.0
0,biotech,17761,0.06,1833.0
0,biotech,17781,0.06,1834.0
0,biotech,17801,0.08,1835.0
0,biotech,17821,0.06,1836.0
0,biotech,17841,0.04,1838.0
0,biotech,17861,0.08,1838.0
0,biotech,17881,0.1,1839.0
0,biotech,17901,0.06,1841.0
0,biotech,17921,0.02,1843.0
0,biotech,17941,0.04,1844.0
0,biotech,17961,0.04,1844.0
0,biotech,17981,0.08,1844.0
0,biotech,18001,0.1,1846.0
0,biotech,18021,0.1,1846.0
0,biotech,18041,0.06,1850.0
0,biotech,18061,0.06,1851.0
0,biotech,18081,0.06,1852.0
0,biotech,18101,0.02,1854.0
0,biotech,18121,0.06,1855.0
0,biotech,18141,0.06,1855.0
0,biotech,18161,0.06,1855.0
0,biotech,18221,0.04,1858.0
0,biotech,18241,0.06,1858.0
0,biotech,18261,0.06,1860.0
0,biotech,18281,0.06,1860.0
0,biotech,18301,0.02,1863.0
0,biotech,18321,0.02,1863.0
0,biotech,18361,0.02,1864.0
0,biotech,18381,0.02,1864.0
0,biotech,18401,0.06,1864.0
0,biotech,18421,0.04,1865.0
0,biotech,18441,0.08,1865.0
0,biotech,18461,0.04,1867.0
0,biotech,18481,0.08,1867.0
0,biotech,18501,0.06,1869.0
0,biotech,18521,0.06,1870.0
0,biotech,18541,0.08,1871.0
0,biotech,18561,0.04,1873.0
0,biotech,18581,0.04,1874.0
0,biotech,18601,0.02,1875.0
0,biotech,18621,0.08,1875.0
0,biotech,18641,0.08,1876.0
0,biotech,18661,0.06,1877.0
0,biotech,18681,0.08,1878.0
0,biotech,18701,0.08,1880.0
0,biotech,18721,0.08,1881.0
0,biotech,18741,0.06,1884.0
0,biotech,18761,0.04,1885.0
0,biotech,18801,0.04,1887.0
0,biotech,18821,0.06,1887.0
0,biotech,18841,0.08,1888.0
0,biotech,18861,0.02,1890.0
0,biotech,18881,0.04,1890.0
0,biotech,18901,0.02,1891.0
0,biotech,18941,0.04,1892.0
0,biotech,18961,0.04,1892.0
0,biotech,18981,0.06,1893.0
0,biotech,19001,0.08,1894.0
0,biotech,19021,0.06,1896.0
0,biotech,19041,0.04,1897.0
0,biotech,19081,0.02,1899.0
0,biotech,19101,0.04,1899.0
0,biotech,19121,0.08,1899.0
0,biotech,19141,0.08,1900.0
0,biotech,19161,0.06,1902.0
0,biotech,19181,0.06,1903.0
0,biotech,19201,0.06,1905.0
0,biotech,19221,0.12,1906.0
0,biotech,19241,0.14,1907.0
0,biotech,19261,0.08,1910.0
0,biotech,19281,0.02,1914.0
0,biotech,19301,0.04,1914.0
0,biotech,19321,0.08,1914.0
0,biotech,19341,0.06,1915.0
0,biotech,19361,0.02,1918.0
0,biotech,19381,0.06,1918.0
0,biotech,19401,0.06,1918.0
0,biotech,19421,0.06,1919.0
0,biotech,19441,0.04,1921.0
0,biotech,19461,0.06,1922.0
0,biotech,19481,0.08,1923.0
0,biotech,19501,0.1,1925.0
0,biotech,19521,0.08,1926.0
0,biotech,19541,0.04,1928.0
0,biotech,19641,0.02,1930.0
0,biotech,19661,0.02,1930.0
0,biotech,19681,0.1,1930.0
0,biotech,19701,0.12,1931.0
0,biotech,19721,0.08,1933.0
0,biotech,19741,0.06,1936.0
0,biotech,19761,0.06,1937.0
0,biotech,19781,0.06,1938.0
0,biotech,19801,0.04,1939.0
0,biotech,19821,0.02,1940.0
0,biotech,19861,0.04,1941.0
0,biotech,19881,0.08,1941.0
0,biotech,19901,0.08,1942.0
0,biotech,19921,0.08,1944.0
0,biotech,19941,0.1,1946.0
0,biotech,19961,0.08,1946.0
0,biotech,20001,0.02,1950.0
0,biotech,20021,0.02,1950.0
0,biotech,20041,0.04,1950.0
0,biotech,20061,0.06,1951.0
0,biotech,20081,0.04,1952.0
0,biotech,20101,0.02,1953.0
0,biotech,20141,0.02,1954.0
0,biotech,20161,0.04,1954.0
0,biotech,20181,0.08,1954.0
0,biotech,20201,0.06,1955.0
0,biotech,20221,0.06,1958.0
0,biotech,20241,0.04,1958.0
0,biotech,20261,0.04,1959.0
0,biotech,20281,0.06,1960.0
0,biotech,20301,0.04,1961.0
0,biotech,20321,0.02,1963.0
0,biotech,20341,0.04,1963.0
0,biotech,20361,0.06,1963.0
0,biotech,20381,0.02,1965.0
0,biotech,20401,0.02,1965.0
0,biotech,20421,0.04,1966.0
0,biotech,20441,0.04,1966.0
0,biotech,20461,0.02,1967.0
0,biotech,20481,0.08,1968.0
0,biotech,20501,0.1,1968.0
0,biotech,20521,0.08,1970.0
0,biotech,20541,0.02,1973.0
0,biotech,20561,0.02,1974.0
0,biotech,20581,0.06,1974.0
0,biotech,20601,0.08,1975.0
0,biotech,20621,0.12,1975.0
0,biotech,20641,0.06,1979.0
0,biotech,20661,0.04,1980.0
0,biotech,20681,0.02,1981.0
0,biotech,20701,0.02,1982.0
0,biotech,20721,0.04,1982.0
0,biotech,20741,0.04,1983.0
0,biotech,20761,0.06,1983.0
0,biotech,20781,0.02,1984.0
0,biotech,20801,0.04,1985.0
0,biotech,20821,0.1,1985.0
0,biotech,20841,0.1,1986.0
0,biotech,20861,0.02,1989.0
0,biotech,20881,0.02,1990.0
0,biotech,20901,0.04,1990.0
0,biotech,20921,0.04,1991.0
0,biotech,20941,0.12,1991.0
0,biotech,20961,0.16,1993.0
0,biotech,20981,0.14,1995.0
0,biotech,21001,0.1,1999.0
0,biotech,21021,0.06,2002.0
0,biotech,21041,0.06,2004.0
0,biotech,21061,0.04,2004.0
0,biotech,21081,0.04,2005.0
0,biotech,21101,0.06,2006.0
0,biotech,21121,0.08,2006.0
0,biotech,21141,0.12,2008.0
0,biotech,21161,0.08,2009.0
0,biotech,21181,0.04,2012.0
0,biotech,21201,0.04,2013.0
0,biotech,21221,0.04,2014.0
0,biotech,21241,0.02,2015.0
0,biotech,21261,0.02,2016.0
0,biotech,21281,0.04,2016.0
0,biotech,21301,0.06,2016.0
0,biotech,21321,0.08,2017.0
0,biotech,21341,0.02,2019.0
0,biotech,21381,0.04,2020.0
0,biotech,21401,0.06,2020.0
0,biotech,21421,0.04,2022.0
0,biotech,21441,0.02,2023.0
0,biotech,21461,0.04,2023.0
0,biotech,21481,0.04,2024.0
0,biotech,21501,0.06,2024.0
0,biotech,21521,0.04,2025.0
0,biotech,21581,0.12,2027.0
0,biotech,21601,0.12,2027.0
0,biotech,21621,0.04,2031.0
0,biotech,21641,0.04,2033.0
0,biotech,21661,0.06,2033.0
0,biotech,21681,0.08,2034.0
0,biotech,21701,0.06,2035.0
0,biotech,21721,0.04,2036.0
0,biotech,21741,0.04,2038.0
0,biotech,21761,0.04,2038.0
0,biotech,21781,0.04,2039.0
0,biotech,21801,0.04,2040.0
0,biotech,21821,0.04,2041.0
0,biotech,21841,0.06,2042.0
0,biotech,21861,0.06,2043.0
0,biotech,21881,0.06,2044.0
0,biotech,21901,0.04,2045.0
0,biotech,21921,0.02,2047.0
0,biotech,21941,0.02,2047.0
0,biotech,21961,0.06,2047.0
0,biotech,21981,0.06,2048.0
0,biotech,22001,0.08,2048.0
0,biotech,22021,0.04,2051.0
0,biotech,22041,0.06,2052.0
0,biotech,22061,0.08,2053.0
0,biotech,22081,0.1,2053.0
0,biotech,22101,0.06,2056.0
0,biotech,22121,0.02,2058.0
0,biotech,22201,0.02,2059.0
0,biotech,22221,0.04,2059.0
0,biotech,22241,0.02,2060.0
0,biotech,22321,0.06,2061.0
0,biotech,22341,0.06,2061.0
0,biotech,22361,0.06,2063.0
0,biotech,22381,0.04,2064.0
0,biotech,22401,0.06,2064.0
0,biotech,22421,0.06,2065.0
0,biotech,22441,0.04,2066.0
0,biotech,22461,0.02,2068.0
0,biotech,22481,0.04,2068.0
0,biotech,22501,0.04,2069.0
0,biotech,22521,0.1,2069.0
0,biotech,22541,0.1,2071.0
0,biotech,22561,0.1,2072.0
0,biotech,22581,0.06,2074.0
0,biotech,22601,0.1,2075.0
0,biotech,22621,0.14,2077.0
0,biotech,22641,0.12,2078.0
0,biotech,22661,0.1,2080.0
0,biotech,22681,0.04,2083.0
0,biotech,22701,0.02,2085.0
0,biotech,22721,0.02,2085.0
0,biotech,22741,0.04,2086.0
0,biotech,22761,0.08,2086.0
0,biotech,22781,0.08,2086.0
0,biotech,22801,0.02,2089.0
0,biotech,22821,0.04,2090.0
0,biotech,22841,0.08,2090.0
0,biotech,22861,0.06,2091.0
0,biotech,22881,0.08,2093.0
0,biotech,22901,0.04,2094.0
0,biotech,22921,0.06,2094.0
0,biotech,22941,0.06,2096.0
0,biotech,22961,0.04,2097.0
0,biotech,22981,0.06,2099.0
0,biotech,23001,0.08,2099.0
0,biotech,23021,0.08,2100.0
0,biotech,23041,0.02,2103.0
0,biotech,23061,0.04,2103.0
0,biotech,23081,0.04,2104.0
0,biotech,23101,0.16,2105.0
0,biotech,23121,0.16,2106.0
0,biotech,23141,0.08,2111.0
0,biotech,23161,0.06,2111.0
0,biotech,23181,0.04,2113.0
0,biotech,23201,0.04,2114.0
0,biotech,23221,0.08,2114.0
0,biotech,23241,0.08,2115.0
0,biotech,23261,0.08,2117.0
0,biotech,23281,0.08,2118.0
0,biotech,23301,0.06,2119.0
0,biotech,23321,0.06,2122.0
0,biotech,23341,0.08,2122.0
0,biotech,23361,0.08,2124.0
0,biotech,23381,0.04,2125.0
0,biotech,23401,0.02,2126.0
0,biotech,23421,0.06,2127.0
0,biotech,23441,0.08,2127.0
0,biotech,23461,0.06,2128.0
0,biotech,23481,0.04,2131.0
0,biotech,23501,0.06,2131.0
0,biotech,23521,0.04,2132.0
0,biotech,23561,0.02,2134.0
0,biotech,23581,0.04,2134.0
0,biotech,23601,0.06,2134.0
0,biotech,23621,0.1,2135.0
0,biotech,23641,0.08,2137.0
0,biotech,23661,0.1,2138.0
0,biotech,23681,0.08,2141.0
0,biotech,23701,0.1,2142.0
0,biotech,23721,0.04,2144.0
0,biotech,23741,0.02,2146.0
0,biotech,23761,0.02,2146.0
0,biotech,23781,0.02,2146.0
0,biotech,23801,0.02,2147.0
0,biotech,23821,0.06,2147.0
0,biotech,23841,0.04,2148.0
0,biotech,23861,0.02,2150.0
0,biotech,23881,0.02,2150.0
0,biotech,23901,0.02,2150.0
0,biotech,23921,0.02,2151.0
0,biotech,23941,0.02,2151.0
0,biotech,23961,0.02,2152.0
0,biotech,23981,0.02,2152.0
0,biotech,24001,0.04,2152.0
0,biotech,24021,0.06,2153.0
0,biotech,24041,0.06,2153.0
0,biotech,24061,0.02,2155.0
0,biotech,24081,0.02,2156.0
0,biotech,24101,0.04,2156.0
0,biotech,24121,0.06,2156.0
0,biotech,24141,0.06,2157.0
0,biotech,24161,0.04,2159.0
0,biotech,24181,0.04,2159.0
0,biotech,24201,0.06,2160.0
0,biotech,24221,0.08,2161.0
0,biotech,24241,0.06,2162.0
0,biotech,24261,0.04,2164.0
0,biotech,24281,0.04,2165.0
0,biotech,24301,0.04,2165.0
0,biotech,24321,0.02,2167.0
0,biotech,24341,0.08,2167.0
0,biotech,24361,0.06,2168.0
0,biotech,24381,0.04,2169.0
0,biotech,24421,0.04,2171.0
0,biotech,24441,0.06,2171.0
0,biotech,24461,0.06,2171.0
0,biotech,24501,0.02,2174.0
0,biotech,24521,0.04,2174.0
0,biotech,24541,0.02,2175.0
0,biotech,24601,0.04,2176.0
0,biotech,24621,0.04,2176.0
0,biotech,24641,0.04,2176.0
0,biotech,24661,0.04,2178.0
0,biotech,24681,0.08,2178.0
0,biotech,24701,0.06,2180.0
0,biotech,24721,0.08,2181.0
0,biotech,24741,0.04,2183.0
0,biotech,24761,0.06,2184.0
0,biotech,24781,0.04,2185.0
0,biotech,24801,0.02,2186.0
0,biotech,24841,0.06,2187.0
0,biotech,24861,0.06,2187.0
0,biotech,24881,0.02,2189.0
0,biotech,24921,0.08,2190.0
0,biotech,24941,0.12,2190.0
0,biotech,24961,0.12,2191.0
0,biotech,24981,0.02,2195.0
0,biotech,25001,0.04,2195.0
0,biotech,25021,0.02,2196.0
0,biotech,25061,0.04,2197.0
0,biotech,25081,0.04,2197.0
0,biotech,25101,0.08,2199.0
0,biotech,25121,0.1,2199.0
0,biotech,25141,0.1,2200.0
0,biotech,25161,0.04,2204.0
0,biotech,25181,0.04,2204.0
0,biotech,25241,0.02,2206.0
0,biotech,25261,0.02,2206.0
0,biotech,25281,0.1,2206.0
0,biotech,25301,0.08,2207.0
0,biotech,25321,0.08,2209.0
0,biotech,25341,0.02,2211.0
0,biotech,25361,0.06,2212.0
0,biotech,25381,0.04,2212.0
0,biotech,25401,0.04,2213.0
0,biotech,25421,0.04,2214.0
0,biotech,25441,0.08,2214.0
0,biotech,25461,0.1,2216.0
0,biotech,25481,0.1,2217.0
0,biotech,25501,0.08,2219.0
0,biotech,25521,0.04,2220.0
0,biotech,25541,0.06,2222.0
0,biotech,25561,0.06,2222.0
0,biotech,25581,0.06,2223.0
0,biotech,25601,0.04,2225.0
0,biotech,25621,0.06,2225.0
0,biotech,25641,0.04,2227.0
0,biotech,25661,0.04,2227.0
0,biotech,25681,0.02,2228.0
0,biotech,25701,0.06,2228.0
0,biotech,25721,0.04,2229.0
0,biotech,25741,0.04,2230.0
0,biotech,25761,0.02,2231.0
0,biotech,25781,0.06,2231.0
0,biotech,25801,0.08,2232.0
0,biotech,25821,0.06,2233.0
0,biotech,25841,0.02,2235.0
0,biotech,25861,0.02,2236.0
0,biotech,25881,0.04,2236.0
0,biotech,25901,0.02,2237.0
0,biotech,25921,0.02,2237.0
0,biotech,25941,0.02,2238.0
0,biotech,25961,0.02,2238.0
0,biotech,25981,0.02,2238.0
0,biotech,26021,0.02,2239.0
0,biotech,26041,0.02,2239.0
0,biotech,26061,0.04,2239.0
0,biotech,26081,0.02,2240.0
0,biotech,26101,0.02,2241.0
0,biotech,26121,0.02,2241.0
0,biotech,26141,0.04,2242.0
0,biotech,26161,0.06,2242.0
0,biotech,26181,0.04,2243.0
0,biotech,26241,0.04,2245.0
0,biotech,26261,0.04,2245.0
0,biotech,26301,0.02,2247.0
0,biotech,26321,0.02,2247.0
0,biotech,26341,0.02,2247.0
0,biotech,26401,0.02,2248.0
0,biotech,26421,0.04,2248.0
0,biotech,26441,0.06,2248.0
0,biotech,26461,0.06,2249.0
0,biotech,26481,0.02,2251.0
0,biotech,26501,0.02,2251.0
0,biotech,26541,0.04,2252.0
0,biotech,26561,0.04,2252.0
0,biotech,26581,0.02,2253.0
0,biotech,26601,0.04,2254.0
0,biotech,26621,0.08,2254.0
0,biotech,26641,0.08,2255.0
0,biotech,26661,0.06,2258.0
0,biotech,26681,0.04,2258.0
0,biotech,26701,0.04,2259.0
0,biotech,26721,0.04,2260.0
0,biotech,26741,0.06,2260.0
0,biotech,26761,0.06,2261.0
0,biotech,26781,0.04,2262.0
0,biotech,26801,0.02,2263.0
0,biotech,26881,0.02,2264.0
0,biotech,26901,0.02,2264.0
0,biotech,26921,0.02,2264.0
0,biotech,26941,0.02,2265.0
0,biotech,26961,0.04,2265.0
0,biotech,26981,0.02,2266.0
0,biotech,27001,0.06,2266.0
0,biotech,27021,0.06,2267.0
0,biotech,27041,0.06,2269.0
0,biotech,27061,0.08,2270.0
0,biotech,27081,0.06,2271.0
0,biotech,27101,0.02,2274.0
0,biotech,27161,0.02,2274.0
0,biotech,27181,0.02,2274.0
0,biotech,27261,0.02,2275.0
0,biotech,27281,0.06,2275.0
0,biotech,27301,0.1,2275.0
0,biotech,27321,0.04,2278.0
0,biotech,27341,0.04,2278.0
0,biotech,27361,0.04,2279.0
0,biotech,27381,0.04,2280.0
0,biotech,27401,0.04,2281.0
0,biotech,27421,0.06,2281.0
0,biotech,27441,0.04,2282.0
0,biotech,27481,0.04,2284.0
0,biotech,27501,0.04,2284.0
0,biotech,27521,0.06,2286.0
0,biotech,27541,0.06,2286.0
0,biotech,27561,0.02,2288.0
0,biotech,27581,0.02,2288.0
0,biotech,27601,0.04,2289.0
0,biotech,27621,0.04,2289.0
0,biotech,27641,0.04,2290.0
0,biotech,27661,0.02,2291.0
0,biotech,27681,0.02,2291.0
0,biotech,27701,0.04,2292.0
0,biotech,27721,0.04,2292.0
0,biotech,27741,0.02,2294.0
0,biotech,27761,0.04,2294.0
0,biotech,27781,0.04,2294.0
0,biotech,27801,0.02,2295.0
0,biotech,27821,0.02,2296.0
0,biotech,27841,0.02,2296.0
0,biotech,27881,0.04,2297.0
0,biotech,27901,0.04,2297.0
0,biotech,27921,0.06,2298.0
0,biotech,27941,0.04,2299.0
0,biotech,27961,0.02,2301.0
0,biotech,27981,0.04,2301.0
0,biotech,28001,0.04,2302.0
0,biotech,28021,0.04,2302.0
0,biotech,28061,0.02,2304.0
0,biotech,28081,0.02,2304.0
0,biotech,28101,0.02,2304.0
0,biotech,28121,0.02,2305.0
0,biotech,28141,0.02,2305.0
0,biotech,28261,0.02,2306.0
0,biotech,28281,0.02,2306.0
0,biotech,28301,0.02,2306.0
0,biotech,28321,0.08,2307.0
0,biotech,28341,0.1,2307.0
0,biotech,28361,0.04,2310.0
0,biotech,28401,0.02,2311.0
0,biotech,28421,0.02,2311.0
0,biotech,28441,0.02,2312.0
0,biotech,28461,0.02,2312.0
0,biotech,28641,0.04,2313.0
0,biotech,28661,0.04,2313.0
0,biotech,28681,0.02,2315.0
0,biotech,28701,0.02,2315.0
0,biotech,28721,0.02,2316.0
0,biotech,28741,0.02,2316.0
0,biotech,28761,0.08,2317.0
0,biotech,28781,0.1,2317.0
0,biotech,28801,0.08,2318.0
0,biotech,28821,0.04,2321.0
0,biotech,28841,0.02,2322.0
0,biotech,28861,0.02,2323.0
0,biotech,28881,0.08,2323.0
0,biotech,28901,0.06,2324.0
0,biotech,28921,0.02,2326.0
0,biotech,29121,0.02,2327.0
0,biotech,29141,0.02,2327.0
0,biotech,29201,0.04,2328.0
0,biotech,29221,0.04,2328.0
0,biotech,29241,0.06,2329.0
0,biotech,29261,0.04,2330.0
0,biotech,29281,0.02,2331.0
0,biotech,29361,0.02,2332.0
0,biotech,29381,0.06,2332.0
0,biotech,29401,0.04,2333.0
0,biotech,29421,0.02,2334.0
0,biotech,29501,0.04,2335.0
0,biotech,29521,0.08,2335.0
0,biotech,29541,0.06,2336.0
0,biotech,29561,0.02,2338.0
0,biotech,29701,0.02,2339.0
0,biotech,29721,0.02,2339.0
0,biotech,29741,0.02,2340.0
0,biotech,29761,0.02,2340.0
0,biotech,29821,0.02,2341.0
0,biotech,29841,0.02,2341.0
0,biotech,29861,0.04,2341.0
0,biotech,29881,0.04,2342.0
0,biotech,29901,0.06,2342.0
0,biotech,29921,0.08,2343.0
0,biotech,29941,0.06,2345.0
0,biotech,29961,0.06,2346.0
0,biotech,29981,0.02,2348.0
0,biotech,30001,0.04,2348.0
0,biotech,30021,0.04,2348.0
0,biotech,30041,0.02,2349.0
0,biotech,30081,0.02,2350.0
0,biotech,30101,0.02,2350.0
0,biotech,30121,0.02,2350.0
0,biotech,30241,0.02,2351.0
0,biotech,30261,0.02,2351.0
0,biotech,30281,0.02,2351.0
0,biotech,30301,0.04,2352.0
0,biotech,30321,0.04,2352.0
0,biotech,30341,0.04,2352.0
0,biotech,30361,0.02,2354.0
0,biotech,30381,0.02,2354.0
0,biotech,30401,0.02,2354.0
0,biotech,30521,0.04,2355.0
0,biotech,30541,0.04,2355.0
0,biotech,30561,0.06,2355.0
0,biotech,30581,0.02,2357.0
0,biotech,30601,0.04,2357.0
0,biotech,30621,0.02,2358.0
0,biotech,30641,0.02,2358.0
0,biotech,30681,0.02,2359.0
0,biotech,30701,0.04,2359.0
0,biotech,30721,0.04,2359.0
0,biotech,30741,0.04,2361.0
0,biotech,30761,0.06,2361.0
0,biotech,30781,0.08,2361.0
0,biotech,30801,0.02,2364.0
0,biotech,30821,0.02,2365.0
0,biotech,30841,0.04,2365.0
0,biotech,30861,0.06,2366.0
0,biotech,30881,0.06,2366.0
0,biotech,30901,0.06,2368.0
0,biotech,30921,0.04,2369.0
0,biotech,30941,0.04,2369.0
0,biotech,30961,0.02,2371.0
0,biotech,30981,0.04,2371.0
0,biotech,31001,0.04,2371.0
0,biotech,31021,0.02,2373.0
0,biotech,31041,0.04,2373.0
0,biotech,31061,0.04,2373.0
0,biotech,31081,0.02,2374.0
0,biotech,31161,0.02,2375.0
0,biotech,31181,0.02,2375.0
0,biotech,31261,0.02,2376.0
0,biotech,31281,0.04,2376.0
0,biotech,31301,0.04,2376.0
0,biotech,31321,0.02,2377.0
0,biotech,31361,0.04,2378.0
0,biotech,31381,0.06,2378.0
0,biotech,31401,0.08,2378.0
0,biotech,31421,0.02,2381.0
0,biotech,31461,0.02,2382.0
0,biotech,31481,0.02,2382.0
0,biotech,31501,0.02,2382.0
0,biotech,31521,0.04,2383.0
0,biotech,31541,0.04,2383.0
0,biotech,31561,0.02,2384.0
0,biotech,31581,0.02,2385.0
0,biotech,31601,0.02,2385.0
0,biotech,31621,0.02,2386.0
0,biotech,31641,0.04,2386.0
0,biotech,31661,0.04,2386.0
0,biotech,31701,0.04,2388.0
0,biotech,31721,0.06,2388.0
0,biotech,31741,0.04,2389.0
0,biotech,31761,0.02,2391.0
0,biotech,31781,0.02,2391.0
0,biotech,31801,0.02,2392.0
0,biotech,31821,0.02,2392.0
0,biotech,31841,0.02,2392.0
0,biotech,31861,0.02,2393.0
0,biotech,31881,0.04,2393.0
0,biotech,31901,0.04,2393.0
0,biotech,31961,0.02,2395.0
0,biotech,31981,0.04,2395.0
0,biotech,32001,0.04,2396.0
0,biotech,32021,0.06,2396.0
0,biotech,32041,0.04,2397.0
0,biotech,32061,0.02,2398.0
0,biotech,32101,0.02,2399.0
0,biotech,32121,0.02,2399.0
0,biotech,32141,0.04,2399.0
0,biotech,32161,0.02,2400.0
0,biotech,32221,0.04,2401.0
0,biotech,32241,0.06,2401.0
0,biotech,32261,0.04,2402.0
0,biotech,32301,0.02,2404.0
0,biotech,32321,0.04,2404.0
0,biotech,32341,0.04,2404.0
0,biotech,32361,0.04,2405.0
0,biotech,32381,0.02,2406.0
0,biotech,32561,0.02,2407.0
0,biotech,32581,0.02,2407.0
0,biotech,32621,0.04,2408.0
0,biotech,32641,0.04,2408.0
0,biotech,32661,0.04,2409.0
0,biotech,32681,0.02,2410.0
0,biotech,32701,0.02,2410.0
0,biotech,32721,0.02,2411.0
0,biotech,32741,0.08,2411.0
0,biotech,32761,0.08,2412.0
0,biotech,32781,0.06,2413.0
0,biotech,32821,0.02,2416.0
0,biotech,32841,0.02,2416.0
0,biotech,32861,0.02,2416.0
0,biotech,32941,0.02,2417.0
0,biotech,32961,0.02,2417.0
